date,close,index
2010-01-04,1132.989990234375,S&P500
2010-01-05,1136.52001953125,S&P500
2010-01-06,1137.1400146484375,S&P500
2010-01-07,1141.68994140625,S&P500
2010-01-08,1144.97998046875,S&P500
2010-01-11,1146.97998046875,S&P500
2010-01-12,1136.219970703125,S&P500
2010-01-13,1145.6800537109375,S&P500
2010-01-14,1148.4599609375,S&P500
2010-01-15,1136.030029296875,S&P500
2010-01-19,1150.22998046875,S&P500
2010-01-20,1138.0400390625,S&P500
2010-01-21,1116.47998046875,S&P500
2010-01-22,1091.760009765625,S&P500
2010-01-25,1096.780029296875,S&P500
2010-01-26,1092.1700439453125,S&P500
2010-01-27,1097.5,S&P500
2010-01-28,1084.530029296875,S&P500
2010-01-29,1073.8699951171875,S&P500
2010-02-01,1089.18994140625,S&P500
2010-02-02,1103.3199462890625,S&P500
2010-02-03,1097.280029296875,S&P500
2010-02-04,1063.1099853515625,S&P500
2010-02-05,1066.18994140625,S&P500
2010-02-08,1056.739990234375,S&P500
2010-02-09,1070.52001953125,S&P500
2010-02-10,1068.1300048828125,S&P500
2010-02-11,1078.469970703125,S&P500
2010-02-12,1075.510009765625,S&P500
2010-02-16,1094.8699951171875,S&P500
2010-02-17,1099.510009765625,S&P500
2010-02-18,1106.75,S&P500
2010-02-19,1109.1700439453125,S&P500
2010-02-22,1108.010009765625,S&P500
2010-02-23,1094.5999755859375,S&P500
2010-02-24,1105.239990234375,S&P500
2010-02-25,1102.93994140625,S&P500
2010-02-26,1104.489990234375,S&P500
2010-03-01,1115.7099609375,S&P500
2010-03-02,1118.31005859375,S&P500
2010-03-03,1118.7900390625,S&P500
2010-03-04,1122.969970703125,S&P500
2010-03-05,1138.699951171875,S&P500
2010-03-08,1138.5,S&P500
2010-03-09,1140.449951171875,S&P500
2010-03-10,1145.6099853515625,S&P500
2010-03-11,1150.239990234375,S&P500
2010-03-12,1149.989990234375,S&P500
2010-03-15,1150.510009765625,S&P500
2010-03-16,1159.4599609375,S&P500
2010-03-17,1166.2099609375,S&P500
2010-03-18,1165.8299560546875,S&P500
2010-03-19,1159.9000244140625,S&P500
2010-03-22,1165.81005859375,S&P500
2010-03-23,1174.1700439453125,S&P500
2010-03-24,1167.719970703125,S&P500
2010-03-25,1165.72998046875,S&P500
2010-03-26,1166.5899658203125,S&P500
2010-03-29,1173.219970703125,S&P500
2010-03-30,1173.27001953125,S&P500
2010-03-31,1169.4300537109375,S&P500
2010-04-01,1178.0999755859375,S&P500
2010-04-05,1187.43994140625,S&P500
2010-04-06,1189.43994140625,S&P500
2010-04-07,1182.449951171875,S&P500
2010-04-08,1186.43994140625,S&P500
2010-04-09,1194.3699951171875,S&P500
2010-04-12,1196.47998046875,S&P500
2010-04-13,1197.300048828125,S&P500
2010-04-14,1210.6500244140625,S&P500
2010-04-15,1211.6700439453125,S&P500
2010-04-16,1192.1300048828125,S&P500
2010-04-19,1197.52001953125,S&P500
2010-04-20,1207.1700439453125,S&P500
2010-04-21,1205.93994140625,S&P500
2010-04-22,1208.6700439453125,S&P500
2010-04-23,1217.280029296875,S&P500
2010-04-26,1212.050048828125,S&P500
2010-04-27,1183.7099609375,S&P500
2010-04-28,1191.3599853515625,S&P500
2010-04-29,1206.780029296875,S&P500
2010-04-30,1186.68994140625,S&P500
2010-05-03,1202.260009765625,S&P500
2010-05-04,1173.5999755859375,S&P500
2010-05-05,1165.8699951171875,S&P500
2010-05-06,1128.1500244140625,S&P500
2010-05-07,1110.8800048828125,S&P500
2010-05-10,1159.72998046875,S&P500
2010-05-11,1155.7900390625,S&P500
2010-05-12,1171.6700439453125,S&P500
2010-05-13,1157.43994140625,S&P500
2010-05-14,1135.6800537109375,S&P500
2010-05-17,1136.93994140625,S&P500
2010-05-18,1120.800048828125,S&P500
2010-05-19,1115.050048828125,S&P500
2010-05-20,1071.5899658203125,S&P500
2010-05-21,1087.68994140625,S&P500
2010-05-24,1073.6500244140625,S&P500
2010-05-25,1074.030029296875,S&P500
2010-05-26,1067.949951171875,S&P500
2010-05-27,1103.06005859375,S&P500
2010-05-28,1089.4100341796875,S&P500
2010-06-01,1070.7099609375,S&P500
2010-06-02,1098.3800048828125,S&P500
2010-06-03,1102.8299560546875,S&P500
2010-06-04,1064.8800048828125,S&P500
2010-06-07,1050.469970703125,S&P500
2010-06-08,1062.0,S&P500
2010-06-09,1055.68994140625,S&P500
2010-06-10,1086.8399658203125,S&P500
2010-06-11,1091.5999755859375,S&P500
2010-06-14,1089.6300048828125,S&P500
2010-06-15,1115.22998046875,S&P500
2010-06-16,1114.6099853515625,S&P500
2010-06-17,1116.0400390625,S&P500
2010-06-18,1117.510009765625,S&P500
2010-06-21,1113.199951171875,S&P500
2010-06-22,1095.31005859375,S&P500
2010-06-23,1092.0400390625,S&P500
2010-06-24,1073.68994140625,S&P500
2010-06-25,1076.760009765625,S&P500
2010-06-28,1074.5699462890625,S&P500
2010-06-29,1041.239990234375,S&P500
2010-06-30,1030.7099609375,S&P500
2010-07-01,1027.3699951171875,S&P500
2010-07-02,1022.5800170898438,S&P500
2010-07-06,1028.06005859375,S&P500
2010-07-07,1060.27001953125,S&P500
2010-07-08,1070.25,S&P500
2010-07-09,1077.9599609375,S&P500
2010-07-12,1078.75,S&P500
2010-07-13,1095.3399658203125,S&P500
2010-07-14,1095.1700439453125,S&P500
2010-07-15,1096.47998046875,S&P500
2010-07-16,1064.8800048828125,S&P500
2010-07-19,1071.25,S&P500
2010-07-20,1083.47998046875,S&P500
2010-07-21,1069.5899658203125,S&P500
2010-07-22,1093.6700439453125,S&P500
2010-07-23,1102.6600341796875,S&P500
2010-07-26,1115.010009765625,S&P500
2010-07-27,1113.8399658203125,S&P500
2010-07-28,1106.1300048828125,S&P500
2010-07-29,1101.530029296875,S&P500
2010-07-30,1101.5999755859375,S&P500
2010-08-02,1125.8599853515625,S&P500
2010-08-03,1120.4599609375,S&P500
2010-08-04,1127.239990234375,S&P500
2010-08-05,1125.81005859375,S&P500
2010-08-06,1121.6400146484375,S&P500
2010-08-09,1127.7900390625,S&P500
2010-08-10,1121.06005859375,S&P500
2010-08-11,1089.469970703125,S&P500
2010-08-12,1083.6099853515625,S&P500
2010-08-13,1079.25,S&P500
2010-08-16,1079.3800048828125,S&P500
2010-08-17,1092.5400390625,S&P500
2010-08-18,1094.1600341796875,S&P500
2010-08-19,1075.6300048828125,S&P500
2010-08-20,1071.68994140625,S&P500
2010-08-23,1067.3599853515625,S&P500
2010-08-24,1051.8699951171875,S&P500
2010-08-25,1055.3299560546875,S&P500
2010-08-26,1047.219970703125,S&P500
2010-08-27,1064.5899658203125,S&P500
2010-08-30,1048.9200439453125,S&P500
2010-08-31,1049.3299560546875,S&P500
2010-09-01,1080.2900390625,S&P500
2010-09-02,1090.0999755859375,S&P500
2010-09-03,1104.510009765625,S&P500
2010-09-07,1091.8399658203125,S&P500
2010-09-08,1098.8699951171875,S&P500
2010-09-09,1104.1800537109375,S&P500
2010-09-10,1109.550048828125,S&P500
2010-09-13,1121.9000244140625,S&P500
2010-09-14,1121.0999755859375,S&P500
2010-09-15,1125.0699462890625,S&P500
2010-09-16,1124.6600341796875,S&P500
2010-09-17,1125.5899658203125,S&P500
2010-09-20,1142.7099609375,S&P500
2010-09-21,1139.780029296875,S&P500
2010-09-22,1134.280029296875,S&P500
2010-09-23,1124.8299560546875,S&P500
2010-09-24,1148.6700439453125,S&P500
2010-09-27,1142.1600341796875,S&P500
2010-09-28,1147.699951171875,S&P500
2010-09-29,1144.72998046875,S&P500
2010-09-30,1141.199951171875,S&P500
2010-10-01,1146.239990234375,S&P500
2010-10-04,1137.030029296875,S&P500
2010-10-05,1160.75,S&P500
2010-10-06,1159.969970703125,S&P500
2010-10-07,1158.06005859375,S&P500
2010-10-08,1165.1500244140625,S&P500
2010-10-11,1165.3199462890625,S&P500
2010-10-12,1169.77001953125,S&P500
2010-10-13,1178.0999755859375,S&P500
2010-10-14,1173.81005859375,S&P500
2010-10-15,1176.18994140625,S&P500
2010-10-18,1184.7099609375,S&P500
2010-10-19,1165.9000244140625,S&P500
2010-10-20,1178.1700439453125,S&P500
2010-10-21,1180.260009765625,S&P500
2010-10-22,1183.0799560546875,S&P500
2010-10-25,1185.6199951171875,S&P500
2010-10-26,1185.6400146484375,S&P500
2010-10-27,1182.449951171875,S&P500
2010-10-28,1183.780029296875,S&P500
2010-10-29,1183.260009765625,S&P500
2010-11-01,1184.3800048828125,S&P500
2010-11-02,1193.5699462890625,S&P500
2010-11-03,1197.9599609375,S&P500
2010-11-04,1221.06005859375,S&P500
2010-11-05,1225.8499755859375,S&P500
2010-11-08,1223.25,S&P500
2010-11-09,1213.4000244140625,S&P500
2010-11-10,1218.7099609375,S&P500
2010-11-11,1213.5400390625,S&P500
2010-11-12,1199.2099609375,S&P500
2010-11-15,1197.75,S&P500
2010-11-16,1178.3399658203125,S&P500
2010-11-17,1178.5899658203125,S&P500
2010-11-18,1196.68994140625,S&P500
2010-11-19,1199.72998046875,S&P500
2010-11-22,1197.8399658203125,S&P500
2010-11-23,1180.72998046875,S&P500
2010-11-24,1198.3499755859375,S&P500
2010-11-26,1189.4000244140625,S&P500
2010-11-29,1187.760009765625,S&P500
